산업분류코드,행정구역,산업분류명,총사업체수,총종사자수,남자종사자수,여자종사자수,개인사업체수,개인종사자수,회사법인사업체수,회사법인종사자수,회사법인외사업체수,회사법인외종사자수,비법인단체사업체수,비법인단체종사자수,단독사업체사업체수,단독사업체종사자수,공장지사사업체수,공장지사종사자수,공장본점사업체수,공장본점종사자수,사업체수1_4,종사자수1_4,사업체수5_9,종사자수5_9,사업체수10_19,종사자수10_19,사업체수20_49,종사자수20_49,사업체수50_99,종사자수50_99,사업체수100_299,종사자수100_299,사업체수300_499,종사자수300_499,사업체수500_999,종사자수500_999,사업체수1000이상,종사자수100이상,자영업자종사자수,무급가족종사자수,상용근로자수,임시일용근로자수,기타종사자수,대표자남자사업체수,대표자남자종사자수,대표자여자사업체수,대표자여자종사자수,대표자사업체수20세미만,대표자종사자수20세미만,대표자사업체수20_29세,대표자종사자수20세_29세,대표자사업체수30_39세,대표자종사자수30세_39세,대표자사업체수40_49세,대표자종사자수40세_49세,대표자사업체수50_59세,대표자종사자수50세_59세,대표자사업체수60세이상,대표자종사자수60세이상
0000000J6201,전국,컴퓨터 프로그래밍 서비스업,13894,57971,38923,19048,8565,10970,5303,46851,24,144,2,X,13369,43846,248,4598,277,9527,11800,15466,1012,6562,569,7737,373,11107,86,6090,45,7103,6,2090,3,1816,0,0,8621,56,46458,2405,431,10640,50174,3254,7797,22,24,818,1377,2934,7224,6000,21462,3448,21344,672,6540
0000000J62010,전국,컴퓨터 프로그래밍 서비스업,13894,57971,38923,19048,8565,10970,5303,46851,24,144,2,X,13369,43846,248,4598,277,9527,11800,15466,1012,6562,569,7737,373,11107,86,6090,45,7103,6,2090,3,1816,0,0,8621,56,46458,2405,431,10640,50174,3254,7797,22,24,818,1377,2934,7224,6000,21462,3448,21344,672,6540
0000000J6202,전국,"컴퓨터 시스템 통합 자문, 구축 및 관리업",7204,99837,75945,23892,3158,3931,4020,93901,26,2005,0,0,6556,43764,362,14372,286,41701,5396,7521,696,4578,454,6071,375,11519,148,10093,92,15993,24,9442,10,6572,9,28048,3169,27,92148,3029,1464,5938,95334,1266,4503,5,6,157,340,827,1879,2968,18217,2654,65871,593,13524
0000000J62021,전국,컴퓨터 시스템 통합 자문 및 구축 서비스업,6342,92159,69734,22425,2726,3286,3595,87147,21,1726,0,0,5818,39458,268,12115,256,40586,4771,6601,592,3889,397,5346,332,10214,130,8922,78,13525,23,9042,10,6572,9,28048,2734,21,85320,2639,1445,5242,88313,1100,3846,5,6,134,309,741,1714,2615,16948,2330,61645,517,11537
0000000J62022,전국,컴퓨터시설 관리업,862,7678,6211,1467,432,645,425,6754,5,279,0,0,738,4306,94,2257,30,1115,625,920,104,689,57,725,43,1305,18,1171,14,2468,1,X,0,0,0,0,435,6,6828,390,19,696,7021,166,657,0,0,23,31,86,165,353,1269,324,4226,76,1987
0000000J6209,전국,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,2068,12525,9466,3059,1128,1481,931,10983,9,61,0,0,1921,8200,80,1154,67,3171,1685,2323,170,1115,84,1085,85,2564,27,1856,16,2604,0,0,1,X,0,0,1133,17,10935,311,129,1630,11298,438,1227,0,0,66,210,310,786,863,3847,680,4583,149,3099
0000000J62090,전국,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,2068,12525,9466,3059,1128,1481,931,10983,9,61,0,0,1921,8200,80,1154,67,3171,1685,2323,170,1115,84,1085,85,2564,27,1856,16,2604,0,0,1,X,0,0,1133,17,10935,311,129,1630,11298,438,1227,0,0,66,210,310,786,863,3847,680,4583,149,3099
0000000J63,전국,정보서비스업,9996,75687,44343,31344,4999,6395,4905,66456,81,2806,11,30,9468,43044,291,7281,237,25362,8393,11425,717,4648,417,5617,263,8087,100,6681,74,12246,15,5968,11,7661,6,13354,5028,67,66887,2833,872,7304,57301,2692,18386,34,35,841,1503,2450,7541,3247,26480,2470,34341,954,5787
0000000J631,전국,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",4220,36134,21228,14906,2435,3088,1747,31597,32,1438,6,11,4039,17161,102,3527,79,15446,3642,4861,259,1648,144,1937,96,2975,41,2733,19,2996,8,3093,7,4642,4,11249,2446,36,32316,928,408,2932,22683,1288,13451,20,20,376,588,1058,2444,1319,11540,1041,19163,406,2379
0000000J6311,전국,"자료 처리, 호스팅 및 관련 서비스업",1119,9671,6415,3256,704,957,408,8124,7,590,0,0,1036,4081,50,2457,33,3133,927,1261,74,474,54,739,36,1100,15,922,6,966,4,1602,2,X,1,X,708,8,8402,253,300,763,8845,356,826,13,13,69,85,175,399,384,1806,355,6109,123,1259
0000000J63111,전국,자료 처리업,717,4392,2730,1662,519,645,192,3158,6,589,0,0,683,2182,23,1895,11,315,632,808,32,193,26,357,15,447,6,337,3,538,2,X,1,X,0,0,523,7,3439,158,265,433,3682,284,710,2,X,34,37,85,147,250,1044,243,2248,103,914
0000000J63112,전국,호스팅 및 관련 서비스업,402,5279,3685,1594,185,312,216,4966,1,X,0,0,353,1899,27,562,22,2818,295,453,42,281,28,382,21,653,9,585,3,428,2,X,1,X,1,X,185,1,4963,95,35,330,5163,72,116,11,11,35,48,90,252,134,762,112,3861,20,345
0000000J6312,전국,포털 및 기타 인터넷 정보 매개 서비스업,3101,26463,14813,11650,1731,2131,1339,23473,25,848,6,11,3003,13080,52,1070,46,12313,2715,3600,185,1174,90,1198,60,1875,26,1811,13,2030,4,1491,5,3149,3,10135,1738,28,23914,675,108,2169,13838,932,12625,7,7,307,503,883,2045,935,9734,686,13054,283,1120
0000000J63120,전국,포털 및 기타 인터넷 정보 매개 서비스업,3101,26463,14813,11650,1731,2131,1339,23473,25,848,6,11,3003,13080,52,1070,46,12313,2715,3600,185,1174,90,1198,60,1875,26,1811,13,2030,4,1491,5,3149,3,10135,1738,28,23914,675,108,2169,13838,932,12625,7,7,307,503,883,2045,935,9734,686,13054,283,1120
0000000J639,전국,기타 정보 서비스업,5776,39553,23115,16438,2564,3307,3158,34859,49,1368,5,19,5429,25883,189,3754,158,9916,4751,6564,458,3000,273,3680,167,5112,59,3948,55,9250,7,2875,4,3019,2,X,2582,31,34571,1905,464,4372,34618,1404,4935,14,15,465,915,1392,5097,1928,14940,1429,15178,548,3408
0000000J6391,전국,뉴스 제공업,578,3324,2281,1043,290,394,274,2898,10,18,4,14,526,1916,41,270,11,1138,485,723,40,261,39,499,7,188,3,193,3,722,0,0,1,X,0,0,293,3,2752,177,99,481,3113,97,211,1,X,12,24,53,146,114,364,231,2161,167,628
0000000J63910,전국,뉴스 제공업,578,3324,2281,1043,290,394,274,2898,10,18,4,14,526,1916,41,270,11,1138,485,723,40,261,39,499,7,188,3,193,3,722,0,0,1,X,0,0,293,3,2752,177,99,481,3113,97,211,1,X,12,24,53,146,114,364,231,2161,167,628
0000000J6399,전국,그 외 기타 정보 서비스업,5198,36229,20834,15395,2274,2913,2884,31961,39,1350,1,X,4903,23967,148,3484,147,8778,4266,5841,418,2739,234,3181,160,4924,56,3755,52,8528,7,2875,3,2281,2,X,2289,28,31819,1728,365,3891,31505,1307,4724,13,14,453,891,1339,4951,1814,14576,1198,13017,381,2780
0000000J63991,전국,데이터베이스 및 온라인 정보 제공업,4448,31965,17993,13972,1827,2394,2589,28402,31,1164,1,X,4181,21292,133,3064,134,7609,3606,5010,373,2442,221,2999,144,4503,49,3300,45,7430,6,2497,2,X,2,X,1842,20,28269,1510,324,3386,27787,1062,4178,11,12,376,727,1133,4065,1575,13499,1035,11282,318,2380
0000000J63999,전국,그 외 기타 정보 서비스업,750,4264,2841,1423,447,519,295,3559,8,186,0,0,722,2675,15,420,13,1169,660,831,45,297,13,182,16,421,7,455,7,1098,1,X,1,X,0,0,447,8,3550,218,41,505,3718,245,546,2,X,77,164,206,886,239,1077,163,1735,63,400
0000000K,전국,금융 및 보험업(64~66),66014,732954,320476,412478,15275,22468,33558,526040,14031,180085,3150,4361,36671,110612,25850,423798,3493,198544,38254,55978,10742,73091,9099,120406,5762,176116,1583,103652,416,65456,66,24700,55,36985,37,76570,15351,143,503606,14113,199741,50216,655492,15798,77462,799,1414,1029,1721,5811,19582,16654,107694,25148,397288,16573,205255
0000000K64,전국,금융업,34065,305432,164287,141145,2322,2663,17403,177264,11350,121376,2990,4129,17207,47630,13966,140338,2892,117464,18613,28528,7518,51316,5945,77783,1572,43453,239,15977,111,17730,24,8996,24,16642,19,45007,2333,38,290716,6722,5623,27145,278253,6920,27179,752,1324,613,800,3434,4674,9344,38820,11385,175053,8537,84761
0000000K641,전국,은행 및 저축기관,16469,220817,112210,108607,0,0,5392,106898,11077,113919,0,0,876,10102,12987,124876,2606,85839,2933,9988,6790,46493,5380,70232,1185,32146,105,6768,40,5981,10,3725,14,9847,12,35637,0,0,215720,4631,466,14590,201504,1879,19313,0,0,2,X,40,171,1940,22346,7923,129736,6564,68559
0000000K6411,전국,중앙은행,17,2037,1254,783,0,0,0,0,17,2037,0,0,0,0,16,693,1,X,0,0,0,0,0,0,11,365,5,328,0,0,0,0,0,0,1,X,0,0,1996,33,8,17,2037,0,0,0,0,0,0,0,0,0,0,16,693,1,X
0000000K64110,전국,중앙은행,17,2037,1254,783,0,0,0,0,17,2037,0,0,0,0,16,693,1,X,0,0,0,0,0,0,11,365,5,328,0,0,0,0,0,0,1,X,0,0,1996,33,8,17,2037,0,0,0,0,0,0,0,0,0,0,16,693,1,X
0000000K6412,전국,일반은행,6013,115970,54188,61782,0,0,5095,97313,918,18657,0,0,40,3435,5947,77043,26,35492,497,1586,1574,11542,3471,45252,409,9734,21,1523,14,2187,6,2348,10,7505,11,34293,0,0,113289,2424,257,4727,100880,1286,15090,0,0,0,0,6,30,1402,18000,4510,92958,95,4982
0000000K64121,전국,국내은행,5971,112674,52996,59678,0,0,5053,94017,918,18657,0,0,9,1048,5940,76850,22,34776,494,1578,1567,11488,3469,45228,398,9400,13,945,5,717,4,1520,10,7505,11,34293,0,0,110265,2153,256,4692,97905,1279,14769,0,0,0,0,5,18,1389,17367,4483,90355,94,4934
0000000K64122,전국,외국은행,42,3296,1192,2104,0,0,42,3296,0,0,0,0,31,2387,7,193,4,716,3,8,7,54,2,X,11,334,8,578,9,1470,2,X,0,0,0,0,0,0,3024,271,1,35,2975,7,321,0,0,0,0,1,X,13,633,27,2603,1,X
0000000K6413,전국,신용조합 및 저축기관,10439,102810,56768,46042,0,0,297,9585,10142,93225,0,0,836,6667,7024,47140,2579,49003,2436,8402,5216,34951,1909,24980,765,22047,79,4917,26,3794,4,1377,4,2342,0,0,0,0,100435,2174,201,9846,98587,593,4223,0,0,2,X,34,141,538,4346,3397,36085,6468,62233
0000000K64131,전국,신용조합,10153,93319,51159,42160,0,0,19,149,10134,93170,0,0,794,5851,6837,45032,2522,42436,2396,8279,5103,34164,1856,24308,724,20782,67,4041,5,640,1,X,1,X,0,0,0,0,91153,1970,196,9592,89288,561,4031,0,0,2,X,30,124,461,3356,3252,29055,6408,60779
0000000K64132,전국,상호 저축은행 및 기타 저축기관,286,9491,5609,3882,0,0,278,9436,8,55,0,0,42,816,187,2108,57,6567,40,123,113,787,53,672,41,1265,12,876,21,3154,3,1003,3,1611,0,0,0,0,9282,204,5,254,9299,32,192,0,0,0,0,4,17,77,990,145,7030,60,1454
0000000K642,전국,신탁업 및 집합 투자업,8106,25896,17714,8182,14,14,5120,21302,13,484,2959,4096,7908,19531,74,320,124,6045,7371,8364,339,2301,205,2676,119,3335,43,3030,23,3712,6,2478,0,0,0,0,14,0,25270,404,208,5895,23109,2211,2787,747,1319,347,400,1484,2019,3671,7368,1308,12278,549,2512
0000000K6420,전국,신탁업 및 집합 투자업,8106,25896,17714,8182,14,14,5120,21302,13,484,2959,4096,7908,19531,74,320,124,6045,7371,8364,339,2301,205,2676,119,3335,43,3030,23,3712,6,2478,0,0,0,0,14,0,25270,404,208,5895,23109,2211,2787,747,1319,347,400,1484,2019,3671,7368,1308,12278,549,2512
0000000K64201,전국,신탁업 및 집합 투자업,607,12931,8777,4154,0,0,567,12581,1,X,39,56,526,7227,9,81,72,5623,215,350,159,1118,101,1335,74,2112,34,2461,18,3077,6,2478,0,0,0,0,0,0,12701,210,20,556,12727,51,204,17,31,13,24,40,234,220,2409,247,8765,70,1468
0000000K64209,전국,기타 금융 투자업,7499,12965,8937,4028,14,14,4553,8721,12,190,2920,4040,7382,12304,65,239,52,422,7156,8014,180,1183,104,1341,45,1223,9,569,5,635,0,0,0,0,0,0,14,0,12569,194,188,5339,10382,2160,2583,730,1288,334,376,1444,1785,3451,4959,1061,3513,479,1044
0000000K649,전국,기타 금융업,9490,58719,34363,24356,2308,2649,6891,49064,260,6973,31,33,8423,17997,905,15142,162,25580,8309,10176,389,2522,360,4875,268,7972,91,6179,48,8037,8,2793,10,6795,7,9370,2319,38,49726,1687,4949,6660,53640,2830,5079,5,5,264,395,1910,2484,3733,9106,2154,33039,1424,13690
0000000K6491,전국,여신 금융업,5184,41123,23137,17986,2189,2530,2785,33244,205,5342,5,7,4231,9119,855,13683,98,18321,4204,5936,345,2229,321,4361,213,6258,61,4013,24,4294,5,1707,4,2955,7,9370,2200,38,32858,1184,4843,3977,38619,1207,2504,4,4,152,258,768,1298,1472,4878,1698,26712,1090,7973
0000000K64911,전국,금융 리스업,75,2048,1349,699,0,0,75,2048,0,0,0,0,37,236,27,455,11,1357,37,70,9,70,14,189,5,155,3,192,7,1372,0,0,0,0,0,0,0,0,1904,70,74,68,2028,7,20,0,0,1,X,8,85,18,271,35,1098,13,593
0000000K64912,전국,개발 금융기관,88,4353,2536,1817,0,0,0,0,88,4353,0,0,0,0,86,1367,2,X,2,X,15,102,46,682,23,576,0,0,0,0,0,0,0,0,2,X,0,0,4337,14,2,83,4299,5,54,0,0,0,0,0,0,3,48,78,3207,7,1098
0000000K64913,전국,신용카드 및 할부 금융업,791,22497,11380,11117,87,97,699,22273,5,127,0,0,195,871,569,10167,27,11459,274,525,136,908,182,2454,142,4255,35,2276,10,1766,3,974,4,2955,5,6384,87,0,17391,682,4337,697,21768,94,729,0,0,5,24,37,166,160,1483,452,16904,137,3920
0000000K64919,전국,그 외 기타 여신 금융업,4230,12225,7872,4353,2102,2433,2011,8923,112,862,5,7,3999,8012,173,1694,58,2519,3891,5334,185,1149,79,1036,43,1272,23,1545,7,1156,2,X,0,0,0,0,2113,38,9226,418,430,3129,10524,1101,1701,4,4,146,233,723,1047,1291,3076,1133,5503,933,2362
0000000K6499,전국,그 외 기타 금융업,4306,17596,11226,6370,119,119,4106,15820,55,1631,26,26,4192,8878,50,1459,64,7259,4105,4240,44,293,39,514,55,1714,30,2166,24,3743,3,1086,6,3840,0,0,119,0,16868,503,106,2683,15021,1623,2575,1,X,112,137,1142,1186,2261,4228,456,6327,334,5717
0000000K64991,전국,기금 운영업,40,1613,954,659,0,0,1,X,39,1612,0,0,10,384,29,600,1,X,4,4,3,26,13,177,17,483,0,0,2,X,0,0,1,X,0,0,0,0,1494,109,10,38,1598,2,X,0,0,0,0,1,X,8,145,26,1382,5,85
0000000K64992,전국,지주회사,268,11567,7611,3956,0,0,268,11567,0,0,0,0,192,4120,16,830,60,6617,128,195,26,171,19,256,36,1165,30,2166,21,3317,3,1086,5,3211,0,0,0,0,11113,371,83,247,10625,21,942,0,0,0,0,21,40,62,1680,101,4482,84,5365
0000000K64999,전국,그 외 기타 분류 안된 금융업,3998,4416,2661,1755,119,119,3837,4252,16,19,26,26,3990,4374,5,29,3,13,3973,4041,15,96,7,81,2,X,0,0,1,X,0,0,0,0,0,0,119,0,4261,23,13,2398,2798,1600,1618,1,X,112,137,1120,1145,2191,2403,329,463,245,267
0000000K65,전국,보험 및 연금업,7513,204922,68781,136141,0,0,4953,157536,2547,47366,13,20,1461,6549,5939,163454,113,34919,2296,4428,1098,7427,904,12244,2225,73211,800,51860,147,22140,18,6695,16,10889,9,16028,0,0,100552,1887,102483,6678,185243,835,19679,0,0,7,87,245,6365,1427,33958,3522,99220,2312,65292
0000000K651,전국,보험업,5744,186965,58654,128311,0,0,4935,156840,808,30124,1,X,153,2611,5516,153845,75,30509,987,2538,928,6306,822,11160,2103,69257,740,48065,125,18624,15,5654,16,10889,8,14472,0,0,82892,1759,102314,5104,169640,640,17325,0,0,4,69,173,6225,1031,31794,2708,88539,1828,60338
0000000K6511,전국,생명보험업,2092,71237,17099,54138,0,0,2088,71214,3,22,1,X,52,1144,2016,56888,24,13205,221,565,286,1928,270,3782,1080,35464,194,11916,26,4343,4,1630,7,4216,4,7393,0,0,24937,304,45996,1802,62261,290,8976,0,0,2,X,107,4016,335,10690,971,35083,677,21393
0000000K65110,전국,생명보험업,2092,71237,17099,54138,0,0,2088,71214,3,22,1,X,52,1144,2016,56888,24,13205,221,565,286,1928,270,3782,1080,35464,194,11916,26,4343,4,1630,7,4216,4,7393,0,0,24937,304,45996,1802,62261,290,8976,0,0,2,X,107,4016,335,10690,971,35083,677,21393
0000000K6512,전국,손해 및 보증보험업,3327,94508,33791,60717,0,0,2847,85626,480,8882,0,0,100,1466,3178,78122,49,14920,762,1961,615,4171,515,6944,919,30011,423,26982,73,10442,9,3324,8,5967,3,4706,0,0,37140,1072,56296,3009,86937,318,7571,0,0,2,X,66,2209,685,20790,1631,47894,943,23601
0000000K65121,전국,손해보험업,2746,83553,27008,56545,0,0,2744,83538,2,X,0,0,69,1118,2651,71665,26,10770,707,1785,395,2603,304,4113,845,27996,411,26235,69,9839,7,2484,5,3792,3,4706,0,0,26863,721,55969,2454,76290,292,7263,0,0,2,X,63,2197,623,20251,1178,39250,880,21841
0000000K65122,전국,보증보험업,581,10955,6783,4172,0,0,103,2088,478,8867,0,0,31,348,527,6457,23,4150,55,176,220,1568,211,2831,74,2015,12,747,4,603,2,X,3,2175,0,0,0,0,10277,351,327,555,10647,26,308,0,0,0,0,3,12,62,539,453,8644,63,1760
0000000K6513,전국,사회보장보험업,325,21220,7764,13456,0,0,0,0,325,21220,0,0,1,X,322,18835,2,X,4,12,27,207,37,434,104,3782,123,9167,26,3839,2,X,1,X,1,X,0,0,20815,383,22,293,20442,32,778,0,0,0,0,0,0,11,314,106,5562,208,15344
0000000K65131,전국,건강보험업,246,15712,5617,10095,0,0,0,0,246,15712,0,0,0,0,245,13339,1,X,3,11,26,199,30,338,73,2665,93,6911,18,2515,2,X,0,0,1,X,0,0,15454,247,11,227,15534,19,178,0,0,0,0,0,0,4,36,34,332,208,15344
0000000K65139,전국,산업 재해 및 기타 사회보장보험업,79,5508,2147,3361,0,0,0,0,79,5508,0,0,1,X,77,5496,1,X,1,X,1,X,7,96,31,1117,30,2256,8,1324,0,0,1,X,0,0,0,0,5361,136,11,66,4908,13,600,0,0,0,0,0,0,7,278,72,5230,0,0
0000000K652,전국,재보험업,11,640,395,245,0,0,11,640,0,0,0,0,10,631,0,0,1,X,1,X,2,X,3,41,0,0,4,233,0,0,1,X,0,0,0,0,0,0,632,8,0,9,630,2,X,0,0,0,0,1,X,3,61,6,221,1,X
0000000K6520,전국,재보험업,11,640,395,245,0,0,11,640,0,0,0,0,10,631,0,0,1,X,1,X,2,X,3,41,0,0,4,233,0,0,1,X,0,0,0,0,0,0,632,8,0,9,630,2,X,0,0,0,0,1,X,3,61,6,221,1,X
0000000K65200,전국,재보험업,11,640,395,245,0,0,11,640,0,0,0,0,10,631,0,0,1,X,1,X,2,X,3,41,0,0,4,233,0,0,1,X,0,0,0,0,0,0,632,8,0,9,630,2,X,0,0,0,0,1,X,3,61,6,221,1,X
0000000K653,전국,연금 및 공제업,1758,17317,9732,7585,0,0,7,56,1739,17242,12,19,1298,3307,423,9609,37,4401,1308,1889,168,1105,79,1043,122,3954,56,3562,22,3516,2,X,0,0,1,X,0,0,17028,120,169,1565,14973,193,2344,0,0,3,18,71,131,393,2103,808,10460,483,4605
0000000K6530,전국,연금 및 공제업,1758,17317,9732,7585,0,0,7,56,1739,17242,12,19,1298,3307,423,9609,37,4401,1308,1889,168,1105,79,1043,122,3954,56,3562,22,3516,2,X,0,0,1,X,0,0,17028,120,169,1565,14973,193,2344,0,0,3,18,71,131,393,2103,808,10460,483,4605
0000000K65301,전국,개인 공제업,1298,4091,2882,1209,0,0,5,9,1281,4063,12,19,1241,2601,41,448,16,1042,1176,1522,77,507,22,294,13,377,3,199,6,827,1,X,0,0,0,0,0,0,3951,21,119,1178,3874,120,217,0,0,3,18,69,129,338,711,574,1516,314,1717
0000000K65302,전국,사업 공제업,296,4587,3388,1199,0,0,1,X,295,4586,0,0,56,660,222,2636,18,1291,100,284,81,530,49,627,48,1427,13,919,5,800,0,0,0,0,0,0,0,0,4511,27,49,254,4010,42,577,0,0,0,0,2,X,25,150,101,1732,168,2703
0000000K65303,전국,연금업,164,8639,3462,5177,0,0,1,X,163,8593,0,0,1,X,160,6525,3,2068,32,83,10,68,8,122,61,2150,40,2444,11,1889,1,X,0,0,1,X,0,0,8566,72,1,133,7089,31,1550,0,0,0,0,0,0,30,1242,133,7212,1,X
0000000K66,전국,금융 및 보험관련 서비스업,24436,222600,87408,135192,12953,19805,11202,191240,134,11343,147,212,18003,56433,5945,120006,488,46161,17345,23022,2126,14348,2250,30379,1965,59452,544,35815,158,25586,24,9009,15,9454,9,15535,13018,105,112338,5504,91635,16393,191996,8043,30604,47,90,409,834,2132,8543,5883,34916,10241,123015,5724,55202
0000000K661,전국,금융 지원 서비스업,6391,62555,37586,24969,2201,2921,3940,53807,107,5640,143,187,5265,20558,1005,17252,121,24745,4844,7010,615,4139,553,7238,228,6194,71,4969,49,9176,13,4846,10,6465,8,12518,2220,48,56424,1874,1989,4926,56813,1465,5742,47,90,242,412,1047,2666,2192,15349,2165,38656,698,5382
0000000K6611,전국,금융시장 관리업,49,4598,3033,1565,0,0,7,904,42,3694,0,0,1,X,45,1332,3,3216,3,8,11,82,15,197,7,202,9,631,1,X,0,0,2,X,1,X,0,0,4564,34,0,48,4589,1,X,0,0,0,0,0,0,1,X,45,1941,3,588
0000000K66110,전국,금융시장 관리업,49,4598,3033,1565,0,0,7,904,42,3694,0,0,1,X,45,1332,3,3216,3,8,11,82,15,197,7,202,9,631,1,X,0,0,2,X,1,X,0,0,4564,34,0,48,4589,1,X,0,0,0,0,0,0,1,X,45,1941,3,588
0000000K6612,전국,증권 및 선물 중개업,833,33367,19171,14196,0,0,831,33364,0,0,2,X,47,3439,759,12867,27,17061,49,124,189,1397,379,4988,144,3924,31,2169,20,3777,8,2950,7,4742,6,9296,0,0,32310,1035,22,720,30686,113,2681,0,0,1,X,7,75,238,4519,558,26832,29,1925
0000000K66121,전국,증권 중개업,830,33063,18955,14108,0,0,828,33060,0,0,2,X,44,3135,759,12867,27,17061,49,124,189,1397,379,4988,144,3924,29,1990,19,3652,8,2950,7,4742,6,9296,0,0,32006,1035,22,717,30382,113,2681,0,0,1,X,7,75,238,4519,555,26528,29,1925
0000000K66122,전국,선물 중개업,3,304,216,88,0,0,3,304,0,0,0,0,3,304,0,0,0,0,0,0,0,0,0,0,0,0,2,X,1,X,0,0,0,0,0,0,0,0,304,0,0,3,304,0,0,0,0,0,0,0,0,0,0,3,304,0,0
0000000K6619,전국,기타 금융 지원 서비스업,5509,24590,15382,9208,2201,2921,3102,19539,65,1946,141,184,5217,17069,201,3053,91,4468,4792,6878,415,2660,159,2053,77,2068,31,2169,28,5137,5,1896,1,X,1,X,2220,48,19550,805,1967,4158,21538,1351,3052,47,90,241,396,1040,2591,1953,8761,1562,9883,666,2869
0000000K66191,전국,"증권 발행, 관리, 보관 및 거래 지원 서비스업",7,736,476,260,0,0,1,X,6,735,0,0,1,X,5,284,1,X,3,8,2,X,0,0,0,0,0,0,1,X,1,X,0,0,0,0,0,0,736,0,0,7,736,0,0,0,0,0,0,0,0,0,0,6,735,1,X
0000000K66192,전국,투자 자문업 및 투자 일임업,1875,5693,3927,1766,503,674,1237,4809,9,41,126,169,1821,4702,31,559,23,432,1629,2458,158,1004,58,707,24,604,3,252,2,X,1,X,0,0,0,0,508,2,4667,212,304,1498,4910,377,783,38,80,71,115,317,816,642,1649,608,2182,199,851
0000000K66199,전국,그 외 기타 금융 지원 서비스업,3627,18161,10979,7182,1698,2247,1864,14729,50,1170,15,15,3395,12366,165,2210,67,3585,3160,4412,255,1646,101,1346,53,1464,28,1917,25,4580,3,1067,1,X,1,X,1712,46,14147,593,1663,2653,15892,974,2269,9,10,170,281,723,1775,1311,7112,948,6966,466,2017
0000000K662,전국,보험 및 연금관련 서비스업,18045,160045,49822,110223,10752,16884,7262,137433,27,5703,4,25,12738,35875,4940,102754,367,21416,12501,16012,1511,10209,1697,23141,1737,53258,473,30846,109,16410,11,4163,5,2989,1,X,10798,57,55914,3630,89646,11467,135183,6578,24862,0,0,167,422,1085,5877,3691,19567,8076,84359,5026,49820
0000000K6620,전국,보험 및 연금관련 서비스업,18045,160045,49822,110223,10752,16884,7262,137433,27,5703,4,25,12738,35875,4940,102754,367,21416,12501,16012,1511,10209,1697,23141,1737,53258,473,30846,109,16410,11,4163,5,2989,1,X,10798,57,55914,3630,89646,11467,135183,6578,24862,0,0,167,422,1085,5877,3691,19567,8076,84359,5026,49820
0000000K66201,전국,손해 사정업,1687,18320,9975,8345,849,1139,835,17170,3,11,0,0,1069,2978,508,8992,110,6350,1113,1645,215,1456,158,2132,132,4095,41,2777,23,3943,2,X,3,1613,0,0,850,6,16877,178,409,1593,17663,94,657,0,0,10,62,191,342,537,2258,646,10626,303,5032
0000000K66202,전국,보험 대리 및 중개업,16203,135480,37444,98036,9792,15617,6406,119850,2,X,3,11,11536,32351,4414,92634,253,10495,11269,14232,1292,8729,1533,20931,1594,48778,425,27518,81,11751,8,3025,1,X,0,0,9837,51,33077,3302,89213,9741,111902,6462,23578,0,0,140,299,852,5492,3110,17215,7391,71959,4710,40515
0000000K66209,전국,기타 보험 및 연금관련 서비스업,155,6245,2403,3842,111,128,21,413,22,5690,1,X,133,546,18,1128,4,4571,119,135,4,24,6,78,11,385,7,551,5,716,1,X,1,X,1,X,111,0,5960,150,24,133,5618,22,627,0,0,17,61,42,43,44,94,39,1774,13,4273
0000000L,전국,부동산업(68),288971,674587,426738,247849,162413,198572,94780,310879,23002,133689,8776,31447,253667,467085,28337,137180,6967,70322,261370,347209,18769,120131,6639,85386,1800,50383,204,13781,145,24520,23,8933,14,10041,7,14203,164041,3435,465210,24958,16943,184048,504087,104923,170500,362,682,4118,5803,21568,36180,62994,122440,101588,253733,98341,255749
0000000L68,전국,부동산업,288971,674587,426738,247849,162413,198572,94780,310879,23002,133689,8776,31447,253667,467085,28337,137180,6967,70322,261370,347209,18769,120131,6639,85386,1800,50383,204,13781,145,24520,23,8933,14,10041,7,14203,164041,3435,465210,24958,16943,184048,504087,104923,170500,362,682,4118,5803,21568,36180,62994,122440,101588,253733,98341,255749
0000000L681,전국,부동산 임대 및 공급업,121903,225614,147823,77791,50340,62706,64348,131308,6978,31167,237,433,99978,158499,17256,41787,4669,25328,116549,153606,3953,24163,909,11725,345,10071,72,4871,57,10345,13,5086,3,2496,2,X,51076,492,160403,9313,4330,85483,171651,36420,53963,334,590,2302,2896,10271,14985,27571,44246,37155,79591,44270,83306
0000000L6811,전국,부동산 임대업,81093,132737,86939,45798,38836,49831,37054,69794,5045,12831,158,281,61436,90100,16268,31372,3389,11265,78054,99745,2266,13882,523,6808,190,5576,37,2447,20,3181,3,1098,0,0,0,0,39456,384,86740,4254,1903,57110,98861,23983,33876,164,192,1517,1859,6005,8468,15826,23884,22896,40602,34685,57732
