산업분류코드,행정구역,산업분류명,총사업체수,총종사자수,남자종사자수,여자종사자수,개인사업체수,개인종사자수,회사법인사업체수,회사법인종사자수,회사법인외사업체수,회사법인외종사자수,비법인단체사업체수,비법인단체종사자수,단독사업체사업체수,단독사업체종사자수,공장지사사업체수,공장지사종사자수,공장본점사업체수,공장본점종사자수,사업체수1_4,종사자수1_4,사업체수5_9,종사자수5_9,사업체수10_19,종사자수10_19,사업체수20_49,종사자수20_49,사업체수50_99,종사자수50_99,사업체수100_299,종사자수100_299,사업체수300_499,종사자수300_499,사업체수500_999,종사자수500_999,사업체수1000이상,종사자수100이상,자영업자종사자수,무급가족종사자수,상용근로자수,임시일용근로자수,기타종사자수,대표자남자사업체수,대표자남자종사자수,대표자여자사업체수,대표자여자종사자수,대표자사업체수20세미만,대표자종사자수20세미만,대표자사업체수20_29세,대표자종사자수20세_29세,대표자사업체수30_39세,대표자종사자수30세_39세,대표자사업체수40_49세,대표자종사자수40세_49세,대표자사업체수50_59세,대표자종사자수50세_59세,대표자사업체수60세이상,대표자종사자수60세이상
0000000B07220,전국,천일염 생산 및 암염 채취업,821,1812,1232,580,803,1680,11,109,7,23,0,0,818,1778,0,0,3,34,800,1611,14,79,5,77,2,X,0,0,0,0,0,0,0,0,0,0,873,481,190,252,16,692,1529,129,283,0,0,5,11,24,46,82,167,232,523,478,1065
0000000B0729,전국,그 외 기타 비금속광물 광업,42,311,278,33,12,28,30,283,0,0,0,0,39,252,2,X,1,X,30,59,2,X,6,86,3,103,1,X,0,0,0,0,0,0,0,0,13,1,288,9,0,37,248,5,63,0,0,0,0,3,4,6,97,14,126,19,84
0000000B07290,전국,그 외 기타 비금속광물 광업,42,311,278,33,12,28,30,283,0,0,0,0,39,252,2,X,1,X,30,59,2,X,6,86,3,103,1,X,0,0,0,0,0,0,0,0,13,1,288,9,0,37,248,5,63,0,0,0,0,3,4,6,97,14,126,19,84
0000000B08,전국,광업 지원 서비스업,14,84,64,20,3,3,9,29,2,X,0,0,11,23,2,X,1,X,9,11,3,21,1,X,1,X,0,0,0,0,0,0,0,0,0,0,3,0,81,0,0,12,80,2,X,0,0,0,0,0,0,2,X,1,X,11,79
0000000B080,전국,광업 지원 서비스업,14,84,64,20,3,3,9,29,2,X,0,0,11,23,2,X,1,X,9,11,3,21,1,X,1,X,0,0,0,0,0,0,0,0,0,0,3,0,81,0,0,12,80,2,X,0,0,0,0,0,0,2,X,1,X,11,79
0000000B0800,전국,광업 지원 서비스업,14,84,64,20,3,3,9,29,2,X,0,0,11,23,2,X,1,X,9,11,3,21,1,X,1,X,0,0,0,0,0,0,0,0,0,0,3,0,81,0,0,12,80,2,X,0,0,0,0,0,0,2,X,1,X,11,79
0000000B08000,전국,광업 지원 서비스업,14,84,64,20,3,3,9,29,2,X,0,0,11,23,2,X,1,X,9,11,3,21,1,X,1,X,0,0,0,0,0,0,0,0,0,0,3,0,81,0,0,12,80,2,X,0,0,0,0,0,0,2,X,1,X,11,79
0000000C,전국,제조업(10~34),537580,4156969,3092538,1064431,366105,1004719,166238,3104002,5167,48134,70,114,501537,2467031,20458,951937,15585,738001,382942,655884,76519,489491,42870,565075,25035,747691,6199,426626,3285,518955,409,152895,200,134922,121,465430,375089,37119,3530825,193302,20634,413153,3676252,124427,480717,90,204,10239,27763,45480,179053,121846,676610,202732,1840028,157193,1433311
0000000C10,전국,식료품 제조업,67945,372820,196392,176428,51143,112081,13571,234475,3193,26199,38,65,63665,237094,2601,78722,1679,57004,54522,89882,6388,41115,3779,50986,2271,68959,596,40684,336,52537,31,11721,18,11918,4,5018,52646,15893,272047,29792,2442,39581,288528,28364,84292,7,9,1776,4757,7398,26436,13581,69116,20620,148263,24563,124239
0000000C101,전국,"도축, 육류 가공 및 저장 처리업",4162,57170,33070,24100,1691,7537,2377,47673,93,1959,1,X,3524,33154,353,10800,285,13216,1893,3714,883,5868,673,9131,527,16024,114,7616,63,9575,6,2325,2,X,1,X,1753,161,51945,2620,691,3087,49024,1075,8146,1,X,142,720,666,4560,1294,14402,1329,23964,730,13523
0000000C1011,전국,도축업,405,15381,9585,5796,95,1045,287,13654,23,682,0,0,294,6147,62,3611,49,5623,77,159,42,285,98,1314,123,3851,39,2630,20,3014,3,1211,2,X,1,X,96,6,14625,577,77,341,14169,64,1212,0,0,4,74,28,341,101,3207,158,6811,114,4948
0000000C10111,전국,육류 도축업(가금류 제외),253,6999,5215,1784,57,621,177,5745,19,633,0,0,183,4130,43,2001,27,868,47,96,25,168,59,794,87,2735,24,1641,11,1565,0,0,0,0,0,0,57,4,6570,325,43,220,6258,33,741,0,0,1,X,18,202,58,1068,103,2848,73,2879
0000000C10112,전국,가금류 도축업,152,8382,4370,4012,38,424,110,7909,4,49,0,0,111,2017,19,1610,22,4755,30,63,17,117,39,520,36,1116,15,989,9,1449,3,1211,2,X,1,X,39,2,8055,252,34,121,7911,31,471,0,0,3,72,10,139,43,2139,55,3963,41,2069
0000000C1012,전국,육류 가공 및 저장 처리업,3757,41789,23485,18304,1596,6492,2090,34019,70,1277,1,X,3230,27007,291,7189,236,7593,1816,3555,841,5583,575,7817,404,12173,75,4986,43,6561,3,1114,0,0,0,0,1657,155,37320,2043,614,2746,34855,1011,6934,1,X,138,646,638,4219,1193,11195,1171,17153,616,8575
0000000C10121,전국,가금류 가공 및 저장 처리업,1055,11555,5671,5884,473,2346,562,8908,20,301,0,0,949,8544,61,1006,45,2005,497,992,247,1655,157,2068,121,3585,23,1579,9,1283,1,X,0,0,0,0,503,34,9788,679,551,739,9128,316,2427,1,X,37,165,159,1128,316,2841,368,5108,174,2312
0000000C10122,전국,육류 포장육 및 냉동육 가공업(가금류 제외),1518,16571,10495,6076,519,2009,962,13690,36,871,1,X,1255,10869,145,2692,118,3010,688,1375,341,2278,255,3518,190,5802,33,2049,11,1549,0,0,0,0,0,0,533,36,15331,649,22,1166,14113,352,2458,0,0,62,319,281,1878,519,4982,443,6169,213,3223
0000000C10129,전국,육류 기타 가공 및 저장 처리업(가금류 제외),1184,13663,7319,6344,604,2137,566,11421,14,105,0,0,1026,7594,85,3491,73,2578,631,1188,253,1650,163,2231,93,2786,19,1358,23,3729,2,X,0,0,0,0,621,85,12201,715,41,841,11614,343,2049,0,0,39,162,198,1213,358,3372,360,5876,229,3040
0000000C102,전국,수산물 가공 및 저장 처리업,4713,40568,16842,23726,2939,12950,1357,23458,416,4159,1,X,4338,30035,220,5560,155,4973,2712,5236,905,5948,661,8681,321,9784,82,5435,31,5111,1,X,0,0,0,0,3039,968,28380,7680,501,3172,32650,1541,7918,0,0,104,632,409,2628,1039,8224,1518,14157,1643,14927
0000000C1021,전국,수산동물 가공 및 저장 처리업,3371,28451,12098,16353,2207,9487,997,17155,167,1809,0,0,3121,21312,145,3942,105,3197,2084,3999,583,3790,392,5273,226,6957,61,4019,24,4040,1,X,0,0,0,0,2281,722,20815,4257,376,2254,23211,1117,5240,0,0,74,311,300,1647,770,5867,1074,9932,1153,10694
0000000C10211,전국,"수산동물 훈제, 조리 및 유사 조제식품 제조업",722,10107,3741,6366,467,2124,243,7803,12,180,0,0,662,6533,31,1870,29,1704,434,769,103,660,81,1089,56,1792,27,1913,20,3511,1,X,0,0,0,0,480,104,8657,858,8,446,8690,276,1417,0,0,21,128,92,434,169,2029,221,3580,219,3936
0000000C10212,전국,수산동물 건조 및 염장품 제조업,1949,10348,5186,5162,1467,5880,373,3393,109,1075,0,0,1858,8902,55,867,36,579,1356,2669,344,2205,155,2051,80,2511,14,912,0,0,0,0,0,0,0,0,1517,576,5743,2185,327,1273,7647,676,2701,0,0,42,154,145,641,405,1945,616,3615,741,3993
0000000C10213,전국,수산동물 냉동품 제조업,313,4317,1638,2679,105,729,178,3233,30,355,0,0,263,3139,29,709,21,469,105,219,65,443,79,1062,50,1532,11,643,3,418,0,0,0,0,0,0,112,13,3326,833,33,247,3755,66,562,0,0,5,16,19,188,83,923,113,1350,93,1840
0000000C10219,전국,기타 수산동물 가공 및 저장 처리업,387,3679,1533,2146,168,754,203,2726,16,199,0,0,338,2738,30,496,19,445,189,342,71,482,77,1071,40,1122,9,551,1,X,0,0,0,0,0,0,172,29,3089,381,8,288,3119,99,560,0,0,6,13,44,384,113,970,124,1387,100,925
0000000C1022,전국,수산식물 가공 및 저장 처리업,1342,12117,4744,7373,732,3463,360,6303,249,2350,1,X,1217,8723,75,1618,50,1776,628,1237,322,2158,269,3408,95,2827,21,1416,7,1071,0,0,0,0,0,0,758,246,7565,3423,125,918,9439,424,2678,0,0,30,321,109,981,269,2357,444,4225,490,4233
0000000C10220,전국,수산식물 가공 및 저장 처리업,1342,12117,4744,7373,732,3463,360,6303,249,2350,1,X,1217,8723,75,1618,50,1776,628,1237,322,2158,269,3408,95,2827,21,1416,7,1071,0,0,0,0,0,0,758,246,7565,3423,125,918,9439,424,2678,0,0,30,321,109,981,269,2357,444,4225,490,4233
0000000C103,전국,"과실, 채소 가공 및 저장 처리업",7732,36583,14857,21726,5485,12959,1612,19033,625,4574,10,17,7324,28394,239,4597,169,3592,5995,10520,973,6094,457,6221,239,7303,50,3486,16,2259,2,X,0,0,0,0,5644,1650,24291,4708,290,3832,25458,3900,11125,0,0,201,549,911,3381,1620,6890,2509,14010,2491,11753
0000000C1030,전국,"과실, 채소 가공 및 저장 처리업",7732,36583,14857,21726,5485,12959,1612,19033,625,4574,10,17,7324,28394,239,4597,169,3592,5995,10520,973,6094,457,6221,239,7303,50,3486,16,2259,2,X,0,0,0,0,5644,1650,24291,4708,290,3832,25458,3900,11125,0,0,201,549,911,3381,1620,6890,2509,14010,2491,11753
0000000C10301,전국,김치류 제조업,1930,10922,4023,6899,1444,3563,394,5926,92,1433,0,0,1808,7783,64,1537,58,1602,1443,2503,225,1404,151,2125,84,2626,21,1453,6,811,0,0,0,0,0,0,1491,351,7919,1133,28,745,7291,1185,3631,0,0,52,147,210,846,386,1931,621,4514,661,3484
0000000C10302,전국,과실 및 그 외 채소 절임식품 제조업,1929,8992,3019,5973,1496,4003,282,4163,148,823,3,3,1846,7924,45,425,38,643,1474,2667,292,1817,98,1332,50,1489,10,702,4,659,1,X,0,0,0,0,1538,354,5804,1243,53,780,5548,1149,3444,0,0,71,170,245,960,430,1632,648,3026,535,3204
0000000C10309,전국,기타 과실ㆍ채소 가공 및 저장 처리업,3873,16669,7815,8854,2545,5393,936,8944,385,2318,7,14,3670,12687,130,2635,73,1347,3078,5350,456,2873,208,2764,105,3188,19,1331,6,789,1,X,0,0,0,0,2615,945,10568,2332,209,2307,12619,1566,4050,0,0,78,232,456,1575,804,3327,1240,6470,1295,5065
0000000C104,전국,동물성 및 식물성 유지 제조업,3461,8471,4927,3544,3157,4851,220,3079,84,541,0,0,3387,6572,52,1456,22,443,3271,4975,89,552,57,774,31,941,9,586,4,643,0,0,0,0,0,0,3235,1174,3617,411,34,1809,5785,1652,2686,0,0,38,64,173,364,531,1231,850,3286,1869,3526
0000000C1040,전국,동물성 및 식물성 유지 제조업,3461,8471,4927,3544,3157,4851,220,3079,84,541,0,0,3387,6572,52,1456,22,443,3271,4975,89,552,57,774,31,941,9,586,4,643,0,0,0,0,0,0,3235,1174,3617,411,34,1809,5785,1652,2686,0,0,38,64,173,364,531,1231,850,3286,1869,3526
0000000C10401,전국,동물성 유지 제조업,49,712,604,108,11,17,37,693,1,X,0,0,40,526,6,111,3,75,18,29,5,32,13,196,12,366,1,X,0,0,0,0,0,0,0,0,12,1,692,7,0,39,628,10,84,0,0,0,0,2,X,9,81,21,423,17,206
0000000C10402,전국,식물성 유지 제조업,3341,6692,3472,3220,3117,4776,143,1401,81,515,0,0,3295,5844,34,648,12,200,3214,4873,74,463,37,488,11,320,2,X,3,438,0,0,0,0,0,0,3194,1170,1932,389,7,1718,4146,1623,2546,0,0,36,57,164,340,513,1104,807,2284,1821,2907
0000000C10403,전국,식용 정제유 및 가공유 제조업,71,1067,851,216,29,58,40,985,2,X,0,0,52,202,12,697,7,168,39,73,10,57,7,90,8,255,6,387,1,X,0,0,0,0,0,0,29,3,993,15,27,52,1011,19,56,0,0,2,X,7,22,9,46,22,579,31,413
0000000C105,전국,낙농제품 및 식용 빙과류 제조업,383,10975,8257,2718,128,439,215,9033,40,1503,0,0,285,2556,66,6445,32,1974,195,368,47,291,37,507,47,1553,25,1691,26,4289,6,2276,0,0,0,0,137,33,10170,631,4,273,9284,110,1691,0,0,11,76,63,245,75,803,124,6564,110,3287
0000000C1050,전국,낙농제품 및 식용 빙과류 제조업,383,10975,8257,2718,128,439,215,9033,40,1503,0,0,285,2556,66,6445,32,1974,195,368,47,291,37,507,47,1553,25,1691,26,4289,6,2276,0,0,0,0,137,33,10170,631,4,273,9284,110,1691,0,0,11,76,63,245,75,803,124,6564,110,3287
0000000C10501,전국,액상 시유 및 기타 낙농제품 제조업,314,9088,7116,1972,109,354,165,7231,40,1503,0,0,238,1842,51,5779,25,1467,165,306,40,247,30,412,35,1190,17,1186,21,3471,6,2276,0,0,0,0,117,32,8463,472,4,222,7673,92,1415,0,0,10,66,51,215,60,499,105,5823,88,2485
0000000C10502,전국,아이스크림 및 기타 식용 빙과류 제조업,69,1887,1141,746,19,85,50,1802,0,0,0,0,47,714,15,666,7,507,30,62,7,44,7,95,12,363,8,505,5,818,0,0,0,0,0,0,20,1,1707,159,0,51,1611,18,276,0,0,1,X,12,30,15,304,19,741,22,802
0000000C106,전국,"곡물 가공품, 전분 및 전분제품 제조업",5699,22353,14751,7602,4184,8272,920,10559,588,3512,7,10,5297,15189,297,4870,105,2294,4696,7835,585,3694,272,3583,104,3057,26,1843,16,2341,0,0,0,0,0,0,4300,1247,15230,1444,132,4001,17831,1698,4522,2,X,99,224,390,1089,948,3621,1689,7995,2571,9422
0000000C1061,전국,곡물 가공품 제조업,5396,20077,13070,7007,4013,7821,814,8818,563,3429,6,9,5022,14111,278,3843,96,2123,4481,7427,538,3390,249,3288,95,2797,22,1532,11,1643,0,0,0,0,0,0,4121,1204,13286,1338,128,3821,15893,1575,4184,1,X,96,218,369,1016,893,3290,1598,7123,2439,8429
0000000C10611,전국,곡물 도정업,2347,6775,5196,1579,1648,3150,255,1149,439,2468,5,8,2144,5178,172,1235,31,362,1951,3424,290,1823,94,1172,11,298,1,X,0,0,0,0,0,0,0,0,1697,573,3919,515,71,2002,5856,345,919,0,0,26,52,91,193,327,842,631,2166,1272,3522
0000000C10612,전국,곡물 제분업,1490,4644,3115,1529,1290,2188,153,2205,46,250,1,X,1447,3212,30,1158,13,274,1353,2076,76,480,31,423,20,594,5,395,5,676,0,0,0,0,0,0,1326,405,2751,138,24,882,3581,608,1063,1,X,24,37,104,230,235,582,416,1980,710,1814
0000000C10613,전국,곡물 혼합 분말 및 반죽 제조업,348,3199,1876,1323,194,604,150,2534,4,61,0,0,291,1769,31,648,26,782,191,341,63,396,51,710,35,1067,6,380,2,X,0,0,0,0,0,0,199,17,2799,172,12,254,2620,94,579,0,0,10,40,44,212,82,637,137,1254,75,1056
0000000C10619,전국,기타 곡물 가공품 제조업,1211,5459,2883,2576,881,1879,256,2930,74,650,0,0,1140,3952,45,802,26,705,986,1586,109,691,73,983,29,838,10,699,4,662,0,0,0,0,0,0,899,209,3817,513,21,683,3836,528,1623,0,0,36,89,130,381,249,1229,414,1723,382,2037
0000000C1062,전국,전분제품 및 당류 제조업,303,2276,1681,595,171,451,106,1741,25,83,1,X,275,1078,19,1027,9,171,215,408,47,304,23,295,9,260,4,311,5,698,0,0,0,0,0,0,179,43,1944,106,4,180,1938,123,338,1,X,3,6,21,73,55,331,91,872,132,993
0000000C10620,전국,전분제품 및 당류 제조업,303,2276,1681,595,171,451,106,1741,25,83,1,X,275,1078,19,1027,9,171,215,408,47,304,23,295,9,260,4,311,5,698,0,0,0,0,0,0,179,43,1944,106,4,180,1938,123,338,1,X,3,6,21,73,55,331,91,872,132,993
0000000C107,전국,기타 식품 제조업,40058,183233,93491,89742,32855,63213,6081,111871,1103,8113,19,36,38057,114721,1184,40804,817,27708,34616,55295,2628,16880,1471,20086,893,26944,245,17018,170,26944,16,6047,16,10478,3,3541,33821,10635,126185,11879,713,22250,136565,17808,46668,4,6,1016,2136,4425,13134,7707,31904,12161,72692,14745,63361
0000000C1071,전국,"떡, 빵 및 과자류 제조업",16361,62007,29034,32973,14784,29755,1336,30152,237,2091,4,9,15867,42529,286,12021,208,7457,14717,25105,868,5547,405,5652,255,7463,61,4292,43,6695,6,2389,5,3524,1,X,15333,6459,35569,4515,131,8141,42795,8220,19212,2,X,585,1037,2153,5368,3444,11045,5051,24065,5126,20489
0000000C10711,전국,떡류 제조업,13237,28739,13184,15555,12795,24053,351,4089,89,592,2,X,13132,27063,51,637,54,1039,12626,21595,414,2569,120,1648,65,1827,9,633,3,467,0,0,0,0,0,0,13281,6164,7517,1711,66,6569,16231,6668,12508,1,X,351,527,1523,2900,2665,6260,4173,9240,4524,9810
0000000C10712,전국,빵류 제조업,1536,19498,9469,10029,898,2590,562,15960,75,947,1,X,1261,8051,167,6933,108,4514,969,1549,244,1651,163,2338,104,3083,28,2049,20,3118,2,X,5,3524,1,X,925,68,16748,1734,23,778,15869,758,3629,1,X,165,343,375,1655,401,2648,404,8212,190,6639
0000000C10713,전국,과자류 및 코코아 제품 제조업,1588,13770,6381,7389,1091,3112,423,10103,73,552,1,X,1474,7415,68,4451,46,1904,1122,1961,210,1327,122,1666,86,2553,24,1610,20,3110,4,1543,0,0,0,0,1127,227,11304,1070,42,794,10695,794,3075,0,0,69,167,255,813,378,2137,474,6613,412,4040
0000000C1072,전국,설탕 제조업,11,678,604,74,0,0,11,678,0,0,0,0,5,40,5,633,1,X,1,X,3,18,2,X,1,X,1,X,3,513,0,0,0,0,0,0,0,0,676,2,0,9,648,2,X,0,0,0,0,1,X,3,23,6,558,1,X
0000000C10720,전국,설탕 제조업,11,678,604,74,0,0,11,678,0,0,0,0,5,40,5,633,1,X,1,X,3,18,2,X,1,X,1,X,3,513,0,0,0,0,0,0,0,0,676,2,0,9,648,2,X,0,0,0,0,1,X,3,23,6,558,1,X
0000000C1073,전국,"면류, 마카로니 및 유사 식품 제조업",574,11056,5583,5473,371,1392,192,9552,11,112,0,0,525,4108,31,5611,18,1337,347,697,103,664,62,851,41,1369,3,256,9,1608,2,X,6,3901,1,X,382,98,10269,286,21,422,8433,152,2623,0,0,12,65,43,212,127,1168,178,4791,214,4820
0000000C10730,전국,"면류, 마카로니 및 유사 식품 제조업",574,11056,5583,5473,371,1392,192,9552,11,112,0,0,525,4108,31,5611,18,1337,347,697,103,664,62,851,41,1369,3,256,9,1608,2,X,6,3901,1,X,382,98,10269,286,21,422,8433,152,2623,0,0,12,65,43,212,127,1168,178,4791,214,4820
0000000C1074,전국,조미료 및 식품 첨가물 제조업,5601,27250,16436,10814,3875,7771,1418,18091,303,1380,5,8,5201,16893,233,5224,167,5133,4579,7666,514,3274,271,3696,170,5077,38,2590,28,4513,1,X,0,0,0,0,3991,1107,20571,1440,141,3300,21702,2301,5548,0,0,75,173,455,1415,987,4676,1619,9609,2465,11377
0000000C10741,전국,"식초, 발효 및 화학 조미료 제조업",244,852,535,317,131,240,81,522,30,88,2,X,228,560,9,230,7,62,212,331,20,129,6,75,5,131,0,0,1,X,0,0,0,0,0,0,134,21,638,51,8,140,651,104,201,0,0,2,X,20,32,33,136,74,196,115,486
0000000C10742,전국,천연 및 혼합 조제 조미료 제조업,3533,18114,11151,6963,2663,5166,819,12583,51,365,0,0,3286,10902,149,3483,98,3729,2880,4719,301,1903,184,2540,127,3843,22,1471,18,3204,1,X,0,0,0,0,2738,798,13765,784,29,2218,14912,1315,3202,0,0,51,117,312,1052,682,3348,1005,6467,1483,7130
0000000C10743,전국,장류 제조업,1390,5460,2760,2700,904,1891,280,2727,203,836,3,6,1312,3771,42,995,36,694,1188,2052,117,740,51,671,18,515,10,700,6,782,0,0,0,0,0,0,934,266,3669,495,96,610,3775,780,1685,0,0,13,32,82,238,170,778,400,1919,725,2493
0000000C10749,전국,기타 식품 첨가물 제조업,434,2824,1990,834,177,474,238,2259,19,91,0,0,375,1660,33,516,26,648,299,564,76,502,30,410,20,588,6,419,3,341,0,0,0,0,0,0,185,22,2499,110,8,332,2364,102,460,0,0,9,22,41,93,102,414,140,1027,142,1268
0000000C1075,전국,도시락 및 식사용 조리식품 제조업,2670,33907,15138,18769,1533,5541,1040,27247,95,1117,2,X,2317,19713,204,9364,149,4830,1519,2777,464,3054,358,4847,210,6402,62,4223,48,7731,4,1362,4,2325,1,X,1588,257,29102,2879,81,1550,26545,1120,7362,1,X,113,382,468,2648,810,6965,847,16234,431,7677
0000000C10751,전국,도시락류 제조업,1105,11835,4419,7416,639,2894,396,8153,68,786,2,X,955,8636,82,1513,68,1686,530,1083,288,1921,169,2246,86,2543,17,1162,13,2013,1,X,1,X,0,0,670,115,9473,1519,58,595,8236,510,3599,0,0,48,184,176,1137,330,3541,384,5520,167,1453
0000000C10759,전국,기타 식사용 가공처리 조리식품 제조업,1565,22072,10719,11353,894,2647,644,19094,27,331,0,0,1362,11077,122,7851,81,3144,989,1694,176,1133,189,2601,124,3859,45,3061,35,5718,3,1037,3,1783,1,X,918,142,19629,1360,23,955,18309,610,3763,1,X,65,198,292,1511,480,3424,463,10714,264,6224
0000000C1079,전국,기타 식료품 제조업,14841,48335,26696,21639,12292,18754,2084,26151,457,3413,8,17,14142,31438,425,7951,274,8946,13453,19049,676,4323,373,5014,216,6609,80,5561,39,5884,3,1167,1,X,0,0,12527,2714,29998,2757,339,8828,36442,6013,11893,1,X,231,479,1305,3490,2336,8027,4460,17435,6508,18902
0000000C10791,전국,커피 가공업,1660,5881,3887,1994,1121,1702,505,3958,34,221,0,0,1473,3426,110,1303,77,1152,1409,2102,160,1007,51,674,26,664,10,665,4,769,0,0,0,0,0,0,1145,37,4372,315,12,1260,4803,400,1078,0,0,73,101,495,1032,611,1877,350,1625,131,1246
0000000C10792,전국,차류 가공업,882,4049,1955,2094,506,980,274,2324,99,742,3,3,813,2994,44,639,25,416,697,1092,85,555,57,763,35,1042,7,490,1,X,0,0,0,0,0,0,513,92,2698,715,31,528,3161,354,888,0,0,17,35,87,301,166,506,296,1438,316,1769
0000000C10793,전국,수프 및 균질화식품 제조업,250,2432,1224,1208,158,348,89,2044,3,40,0,0,213,980,16,569,21,883,179,298,29,190,19,259,10,354,7,511,6,820,0,0,0,0,0,0,159,20,2009,243,1,129,1876,121,556,0,0,6,17,77,203,71,772,55,911,41,529
0000000C10794,전국,두부 및 유사 식품 제조업,1929,7058,3904,3154,1668,3664,171,2690,88,693,2,X,1865,5599,43,624,21,835,1684,2881,123,774,62,829,49,1496,7,467,4,611,0,0,0,0,0,0,1727,592,4136,583,20,1144,5137,785,1921,0,0,47,126,184,486,388,1156,690,2763,620,2527
0000000C10795,전국,인삼식품 제조업,868,3656,1775,1881,615,877,177,2122,76,657,0,0,797,2069,41,801,30,786,742,1090,62,395,38,541,17,564,6,391,2,X,1,X,0,0,0,0,628,160,2516,330,22,517,2973,351,683,0,0,10,49,52,299,133,432,313,1466,360,1410
0000000C10796,전국,건강 보조용 액화식품 제조업,8092,12024,6270,5754,7789,10185,213,1439,88,398,2,X,8038,11081,30,220,24,723,7975,10301,70,438,29,419,14,428,2,X,2,X,0,0,0,0,0,0,7909,1759,2089,229,38,4403,6986,3689,5038,1,X,49,68,254,426,742,1244,2339,3860,4707,6424
0000000C10797,전국,건강 기능식품 제조업,933,10850,6327,4523,332,640,546,9657,54,552,1,X,750,3817,119,3332,64,3701,625,1052,120,789,87,1108,48,1536,34,2436,16,2397,2,X,1,X,0,0,339,49,9963,289,210,678,9367,255,1483,0,0,21,45,121,625,176,1669,341,4439,274,4072
0000000C10799,전국,그 외 기타 식료품 제조업,227,2385,1354,1031,103,358,109,1917,15,110,0,0,193,1472,22,463,12,450,142,233,27,175,30,421,17,525,7,481,4,550,0,0,0,0,0,0,107,5,2215,53,5,169,2139,58,246,0,0,8,38,35,118,49,371,76,933,59,925
0000000C108,전국,동물용 사료 및 조제식품 제조업,1737,13467,10197,3270,704,1860,789,9769,244,1838,0,0,1453,6473,190,4190,94,2804,1144,1939,278,1788,151,2003,109,3353,45,3009,10,1375,0,0,0,0,0,0,717,25,12229,419,77,1157,11931,580,1536,0,0,165,356,361,1035,367,2041,440,5595,404,4440
0000000C1080,전국,동물용 사료 및 조제식품 제조업,1737,13467,10197,3270,704,1860,789,9769,244,1838,0,0,1453,6473,190,4190,94,2804,1144,1939,278,1788,151,2003,109,3353,45,3009,10,1375,0,0,0,0,0,0,717,25,12229,419,77,1157,11931,580,1536,0,0,165,356,361,1035,367,2041,440,5595,404,4440
0000000C10801,전국,배합 사료 제조업,785,9592,7696,1896,205,974,438,7148,142,1470,0,0,596,3906,136,3596,53,2090,404,809,146,941,100,1335,86,2724,42,2800,7,983,0,0,0,0,0,0,211,9,9112,226,34,637,8963,148,629,0,0,30,190,90,420,164,1392,250,4132,251,3458
0000000C10802,전국,단미사료 및 기타 사료 제조업,952,3875,2501,1374,499,886,351,2621,102,368,0,0,857,2567,54,594,41,714,740,1130,132,847,51,668,23,629,3,209,3,392,0,0,0,0,0,0,506,16,3117,193,43,520,2968,432,907,0,0,135,166,271,615,203,649,190,1463,153,982
0000000C11,전국,음료 제조업,1973,20915,15935,4980,908,2520,926,16941,138,1451,1,X,1687,7828,168,9103,118,3984,1396,2660,286,1815,124,1648,82,2643,42,2927,35,6113,7,2520,1,X,0,0,942,232,18868,812,61,1454,18796,519,2119,0,0,46,103,241,939,357,3624,591,9636,738,6613
0000000C111,전국,알코올 음료 제조업,1246,9667,7427,2240,642,1843,521,7548,82,273,1,X,1105,3820,69,4103,72,1744,971,1911,161,1022,53,714,29,888,15,1038,12,2286,5,1808,0,0,0,0,668,193,8331,445,30,922,8674,324,993,0,0,22,63,166,633,216,2152,337,3875,505,2944
0000000C1111,전국,발효주 제조업,1119,6113,4803,1310,609,1720,435,4154,74,236,1,X,1017,3341,48,2002,54,770,895,1775,147,928,46,620,20,612,4,319,4,839,3,1020,0,0,0,0,634,189,4957,304,29,822,5337,297,776,0,0,17,53,148,457,202,2024,296,1955,456,1624
0000000C11111,전국,탁주 및 약주 제조업,834,3190,2312,878,502,1486,293,1576,38,125,1,X,787,2523,15,95,32,572,693,1341,96,600,24,330,17,536,3,243,1,X,0,0,0,0,0,0,524,157,2346,143,20,599,2574,235,616,0,0,13,26,111,288,131,612,228,978,351,1286
0000000C11112,전국,맥아 및 맥주 제조업,106,2352,2133,219,22,65,80,2271,4,16,0,0,69,355,22,1849,15,148,51,129,31,198,16,209,1,X,1,X,3,699,3,1020,0,0,0,0,22,1,2222,105,2,94,2299,12,53,0,0,4,27,17,87,49,1366,20,822,16,50
0000000C11119,전국,기타 발효주 제조업,179,571,358,213,85,169,62,307,32,95,0,0,161,463,11,58,7,50,151,305,20,130,6,81,2,X,0,0,0,0,0,0,0,0,0,0,88,31,389,56,7,129,464,50,107,0,0,0,0,20,82,22,46,48,155,89,288
0000000C1112,전국,증류주 및 합성주 제조업,127,3554,2624,930,33,123,86,3394,8,37,0,0,88,479,21,2101,18,974,76,136,14,94,7,94,9,276,11,719,8,1447,2,X,0,0,0,0,34,4,3374,141,1,100,3337,27,217,0,0,5,10,18,176,14,128,41,1920,49,1320
0000000C11121,전국,주정 제조업,9,346,324,22,1,X,8,341,0,0,0,0,3,62,2,X,4,194,1,X,1,X,0,0,3,119,4,221,0,0,0,0,0,0,0,0,1,X,344,1,0,8,303,1,X,0,0,0,0,0,0,0,0,3,101,6,245
